station_id,stationname,date,daytype,rides
40350,UIC-Halsted,8/20/2018,W,3186
40350,UIC-Halsted,8/21/2018,W,3201
40350,UIC-Halsted,8/22/2018,W,3936
40350,UIC-Halsted,8/23/2018,W,4283
40350,UIC-Halsted,8/24/2018,W,4288
40350,UIC-Halsted,8/25/2018,A,3151
40350,UIC-Halsted,8/26/2018,U,2622
40350,UIC-Halsted,8/27/2018,W,8924
40350,UIC-Halsted,8/28/2018,W,8836
40350,UIC-Halsted,8/29/2018,W,9164
40350,UIC-Halsted,8/30/2018,W,9159
40350,UIC-Halsted,8/31/2018,W,8408
40350,UIC-Halsted,9/1/2018,A,1945
40350,UIC-Halsted,9/2/2018,U,1736
40350,UIC-Halsted,9/3/2018,U,1377
40350,UIC-Halsted,9/4/2018,W,8778
40350,UIC-Halsted,9/5/2018,W,9225
40350,UIC-Halsted,9/6/2018,W,8984
40350,UIC-Halsted,9/7/2018,W,8585
40350,UIC-Halsted,9/8/2018,A,2515
40350,UIC-Halsted,9/9/2018,U,1678
40350,UIC-Halsted,9/10/2018,W,9097
40350,UIC-Halsted,9/11/2018,W,9029
40350,UIC-Halsted,9/12/2018,W,9375
40350,UIC-Halsted,9/13/2018,W,9208
40350,UIC-Halsted,9/14/2018,W,8983
40350,UIC-Halsted,9/15/2018,A,2497
40350,UIC-Halsted,9/16/2018,U,1647
40350,UIC-Halsted,9/17/2018,W,9157
40350,UIC-Halsted,9/18/2018,W,8905
40350,UIC-Halsted,9/19/2018,W,9104
40350,UIC-Halsted,9/20/2018,W,9067
40350,UIC-Halsted,9/21/2018,W,8569
40350,UIC-Halsted,9/22/2018,A,2868
40350,UIC-Halsted,9/23/2018,U,1772
40350,UIC-Halsted,9/24/2018,W,9155
40350,UIC-Halsted,9/25/2018,W,9078
40350,UIC-Halsted,9/26/2018,W,9270
40350,UIC-Halsted,9/27/2018,W,9074
40350,UIC-Halsted,9/28/2018,W,8655
40350,UIC-Halsted,9/29/2018,A,2760
40350,UIC-Halsted,9/30/2018,U,1826
40350,UIC-Halsted,10/1/2018,W,9026
40350,UIC-Halsted,10/2/2018,W,8966
40350,UIC-Halsted,10/3/2018,W,9378
40350,UIC-Halsted,10/4/2018,W,9041
40350,UIC-Halsted,10/5/2018,W,8276
40350,UIC-Halsted,10/6/2018,A,2495
40350,UIC-Halsted,10/7/2018,U,7061
40350,UIC-Halsted,10/8/2018,W,8455
40350,UIC-Halsted,10/9/2018,W,9086
40350,UIC-Halsted,10/10/2018,W,9080
40350,UIC-Halsted,10/11/2018,W,8911
40350,UIC-Halsted,10/12/2018,W,8549
40350,UIC-Halsted,10/13/2018,A,2545
40350,UIC-Halsted,10/14/2018,U,1890
40350,UIC-Halsted,10/15/2018,W,8856
40350,UIC-Halsted,10/16/2018,W,8949
40350,UIC-Halsted,10/17/2018,W,9195
40350,UIC-Halsted,10/18/2018,W,9206
40350,UIC-Halsted,10/19/2018,W,8567
40350,UIC-Halsted,10/20/2018,A,2642
40350,UIC-Halsted,10/21/2018,U,1729
40350,UIC-Halsted,10/22/2018,W,8787
40350,UIC-Halsted,10/23/2018,W,8800
40350,UIC-Halsted,10/24/2018,W,9000
40350,UIC-Halsted,10/25/2018,W,8856
40350,UIC-Halsted,10/26/2018,W,8505
40350,UIC-Halsted,10/27/2018,A,2542
40350,UIC-Halsted,10/28/2018,U,1578
40350,UIC-Halsted,10/29/2018,W,8722
40350,UIC-Halsted,10/30/2018,W,8703
40350,UIC-Halsted,10/31/2018,W,8982
40350,UIC-Halsted,11/1/2018,W,8727
40350,UIC-Halsted,11/2/2018,W,8611
40350,UIC-Halsted,11/3/2018,A,2494
40350,UIC-Halsted,11/4/2018,U,1959
40350,UIC-Halsted,11/5/2018,W,8815
40350,UIC-Halsted,11/6/2018,W,8648
40350,UIC-Halsted,11/7/2018,W,8913
40350,UIC-Halsted,11/8/2018,W,8609
40350,UIC-Halsted,11/9/2018,W,8131
40350,UIC-Halsted,11/10/2018,A,2300
40350,UIC-Halsted,11/11/2018,U,1581
40350,UIC-Halsted,11/12/2018,W,8047
40350,UIC-Halsted,11/13/2018,W,8482
40350,UIC-Halsted,11/14/2018,W,8784
40350,UIC-Halsted,11/15/2018,W,8483
40350,UIC-Halsted,11/16/2018,W,8464
40350,UIC-Halsted,11/17/2018,A,2759
40350,UIC-Halsted,11/18/2018,U,1789
40350,UIC-Halsted,11/19/2018,W,8342
40350,UIC-Halsted,11/20/2018,W,8037
40350,UIC-Halsted,11/21/2018,W,6752
40350,UIC-Halsted,11/22/2018,U,1170
40350,UIC-Halsted,11/23/2018,W,1520
40350,UIC-Halsted,11/24/2018,A,1433
40350,UIC-Halsted,11/25/2018,U,1219
40350,UIC-Halsted,11/26/2018,W,6709
40350,UIC-Halsted,11/27/2018,W,8184
40350,UIC-Halsted,11/28/2018,W,8641
40350,UIC-Halsted,11/29/2018,W,8591
40350,UIC-Halsted,11/30/2018,W,8192
40350,UIC-Halsted,12/1/2018,A,2154
40350,UIC-Halsted,12/2/2018,U,1472
40350,UIC-Halsted,12/3/2018,W,8319
40350,UIC-Halsted,12/4/2018,W,8128
40350,UIC-Halsted,12/5/2018,W,8326
40350,UIC-Halsted,12/6/2018,W,7993
40350,UIC-Halsted,12/7/2018,W,7729
40350,UIC-Halsted,12/8/2018,A,2153
40350,UIC-Halsted,12/9/2018,U,1491
40350,UIC-Halsted,12/10/2018,W,6098
40350,UIC-Halsted,12/11/2018,W,6143
40350,UIC-Halsted,12/12/2018,W,5932
40350,UIC-Halsted,12/13/2018,W,5912
40350,UIC-Halsted,12/14/2018,W,5449
40350,UIC-Halsted,12/15/2018,A,2008
40350,UIC-Halsted,12/16/2018,U,1426
40350,UIC-Halsted,12/17/2018,W,3409
40350,UIC-Halsted,12/18/2018,W,3473
40350,UIC-Halsted,12/19/2018,W,3292
40350,UIC-Halsted,12/20/2018,W,3009
40350,UIC-Halsted,12/21/2018,W,2701
40350,UIC-Halsted,12/22/2018,A,1192
40350,UIC-Halsted,12/23/2018,U,961
40350,UIC-Halsted,12/24/2018,W,907
40350,UIC-Halsted,12/25/2018,U,413
40350,UIC-Halsted,12/26/2018,W,1410
40350,UIC-Halsted,12/27/2018,W,1595
40350,UIC-Halsted,12/28/2018,W,1664
40350,UIC-Halsted,12/29/2018,A,988
40350,UIC-Halsted,12/30/2018,U,878
40350,UIC-Halsted,12/31/2018,W,1266
40350,UIC-Halsted,1/1/2019,U,981
40350,UIC-Halsted,1/2/2019,W,2376
40350,UIC-Halsted,1/3/2019,W,2495
40350,UIC-Halsted,1/4/2019,W,2496
40350,UIC-Halsted,1/5/2019,A,1209
40350,UIC-Halsted,1/6/2019,U,925
40350,UIC-Halsted,1/7/2019,W,3029
40350,UIC-Halsted,1/8/2019,W,3057
40350,UIC-Halsted,1/9/2019,W,3180
40350,UIC-Halsted,1/10/2019,W,3282
40350,UIC-Halsted,1/11/2019,W,3270
40350,UIC-Halsted,1/12/2019,A,1361
40350,UIC-Halsted,1/13/2019,U,1270
40350,UIC-Halsted,1/14/2019,W,8054
40350,UIC-Halsted,1/15/2019,W,7774
40350,UIC-Halsted,1/16/2019,W,8081
40350,UIC-Halsted,1/17/2019,W,7757
40350,UIC-Halsted,1/18/2019,W,7392
40350,UIC-Halsted,1/19/2019,A,1489
40350,UIC-Halsted,1/20/2019,U,1192
40350,UIC-Halsted,1/21/2019,W,1991
40350,UIC-Halsted,1/22/2019,W,7642
40350,UIC-Halsted,1/23/2019,W,8070
40350,UIC-Halsted,1/24/2019,W,7657
40350,UIC-Halsted,1/25/2019,W,6371
40350,UIC-Halsted,1/26/2019,A,1633
40350,UIC-Halsted,1/27/2019,U,1142
40350,UIC-Halsted,1/28/2019,W,7244
40350,UIC-Halsted,1/29/2019,W,6160
40350,UIC-Halsted,1/30/2019,W,395
40350,UIC-Halsted,1/31/2019,W,1025
40350,UIC-Halsted,2/1/2019,W,6994
40350,UIC-Halsted,2/2/2019,A,1977
40350,UIC-Halsted,2/3/2019,U,1443
40350,UIC-Halsted,2/4/2019,W,7998
40350,UIC-Halsted,2/5/2019,W,7864
40350,UIC-Halsted,2/6/2019,W,7972
40350,UIC-Halsted,2/7/2019,W,7851
40350,UIC-Halsted,2/8/2019,W,6990
40350,UIC-Halsted,2/9/2019,A,1788
40350,UIC-Halsted,2/10/2019,U,1254
40350,UIC-Halsted,2/11/2019,W,7779
40350,UIC-Halsted,2/12/2019,W,7610
40350,UIC-Halsted,2/13/2019,W,8031
40350,UIC-Halsted,2/14/2019,W,7890
40350,UIC-Halsted,2/15/2019,W,7138
40350,UIC-Halsted,2/16/2019,A,1940
40350,UIC-Halsted,2/17/2019,U,1248
40350,UIC-Halsted,2/18/2019,W,6864
40350,UIC-Halsted,2/19/2019,W,7664
40350,UIC-Halsted,2/20/2019,W,7889
40350,UIC-Halsted,2/21/2019,W,7641
40350,UIC-Halsted,2/22/2019,W,7234
40350,UIC-Halsted,2/23/2019,A,1815
40350,UIC-Halsted,2/24/2019,U,1228
40350,UIC-Halsted,2/25/2019,W,7406
40350,UIC-Halsted,2/26/2019,W,7239
40350,UIC-Halsted,2/27/2019,W,7632
40350,UIC-Halsted,2/28/2019,W,7426
40350,UIC-Halsted,3/1/2019,W,7127
40350,UIC-Halsted,3/2/2019,A,1831
40350,UIC-Halsted,3/3/2019,U,1260
40350,UIC-Halsted,3/4/2019,W,6993
40350,UIC-Halsted,3/5/2019,W,7212
40350,UIC-Halsted,3/6/2019,W,7543
40350,UIC-Halsted,3/7/2019,W,7416
40350,UIC-Halsted,3/8/2019,W,7018
40350,UIC-Halsted,3/9/2019,A,1754
40350,UIC-Halsted,3/10/2019,U,1296
40350,UIC-Halsted,3/11/2019,W,7410
40350,UIC-Halsted,3/12/2019,W,7638
40350,UIC-Halsted,3/13/2019,W,7880
40350,UIC-Halsted,3/14/2019,W,7485
40350,UIC-Halsted,3/15/2019,W,7301
40350,UIC-Halsted,3/16/2019,A,3527
40350,UIC-Halsted,3/17/2019,U,1573
40350,UIC-Halsted,3/18/2019,W,7530
40350,UIC-Halsted,3/19/2019,W,6897
40350,UIC-Halsted,3/20/2019,W,7190
40350,UIC-Halsted,3/21/2019,W,6617
40350,UIC-Halsted,3/22/2019,W,6175
40350,UIC-Halsted,3/23/2019,A,1984
40350,UIC-Halsted,3/24/2019,U,1375
40350,UIC-Halsted,3/25/2019,W,3142
40350,UIC-Halsted,3/26/2019,W,3268
40350,UIC-Halsted,3/27/2019,W,3399
40350,UIC-Halsted,3/28/2019,W,3257
40350,UIC-Halsted,3/29/2019,W,3107
40350,UIC-Halsted,3/30/2019,A,1561
40350,UIC-Halsted,3/31/2019,U,1153
40350,UIC-Halsted,4/1/2019,W,6754
40350,UIC-Halsted,4/2/2019,W,6852
40350,UIC-Halsted,4/3/2019,W,7407
40350,UIC-Halsted,4/4/2019,W,6782
40350,UIC-Halsted,4/5/2019,W,6401
40350,UIC-Halsted,4/6/2019,A,2305
40350,UIC-Halsted,4/7/2019,U,1488
40350,UIC-Halsted,4/8/2019,W,7444
40350,UIC-Halsted,4/9/2019,W,7592
40350,UIC-Halsted,4/10/2019,W,7441
40350,UIC-Halsted,4/11/2019,W,7394
40350,UIC-Halsted,4/12/2019,W,7185
40350,UIC-Halsted,4/13/2019,A,2252
40350,UIC-Halsted,4/14/2019,U,982
40350,UIC-Halsted,4/15/2019,W,7150
40350,UIC-Halsted,4/16/2019,W,7281
40350,UIC-Halsted,4/17/2019,W,7569
40350,UIC-Halsted,4/18/2019,W,7021
40350,UIC-Halsted,4/19/2019,W,6457
40350,UIC-Halsted,4/20/2019,A,1834
40350,UIC-Halsted,4/21/2019,U,1367
40350,UIC-Halsted,4/22/2019,W,7175
40350,UIC-Halsted,4/23/2019,W,7202
40350,UIC-Halsted,4/24/2019,W,7679
40350,UIC-Halsted,4/25/2019,W,7253
40350,UIC-Halsted,4/26/2019,W,7029
40350,UIC-Halsted,4/27/2019,A,1589
40350,UIC-Halsted,4/28/2019,U,1560
40350,UIC-Halsted,4/29/2019,W,6851
40350,UIC-Halsted,4/30/2019,W,6961
40350,UIC-Halsted,5/1/2019,W,7569
40350,UIC-Halsted,5/2/2019,W,7066
40350,UIC-Halsted,5/3/2019,W,6965
40350,UIC-Halsted,5/4/2019,A,1933
40350,UIC-Halsted,5/5/2019,U,1742
40350,UIC-Halsted,5/6/2019,W,5706
40350,UIC-Halsted,5/7/2019,W,5642
40350,UIC-Halsted,5/8/2019,W,5947
40350,UIC-Halsted,5/9/2019,W,5426
40350,UIC-Halsted,5/10/2019,W,5731
40350,UIC-Halsted,5/11/2019,A,1838
40350,UIC-Halsted,5/12/2019,U,1300
40350,UIC-Halsted,5/13/2019,W,3484
40350,UIC-Halsted,5/14/2019,W,3678
40350,UIC-Halsted,5/15/2019,W,3647
40350,UIC-Halsted,5/16/2019,W,3300
40350,UIC-Halsted,5/17/2019,W,3281
40350,UIC-Halsted,5/18/2019,A,1551
40350,UIC-Halsted,5/19/2019,U,1186
40350,UIC-Halsted,5/20/2019,W,3511
40350,UIC-Halsted,5/21/2019,W,3630
40350,UIC-Halsted,5/22/2019,W,3541
40350,UIC-Halsted,5/23/2019,W,3556
40350,UIC-Halsted,5/24/2019,W,3152
40350,UIC-Halsted,5/25/2019,A,1473
40350,UIC-Halsted,5/26/2019,U,1228
40350,UIC-Halsted,5/27/2019,U,1028
40350,UIC-Halsted,5/28/2019,W,3266
40350,UIC-Halsted,5/29/2019,W,3486
40350,UIC-Halsted,5/30/2019,W,3628
40350,UIC-Halsted,5/31/2019,W,3393
40350,UIC-Halsted,6/1/2019,A,1403
40350,UIC-Halsted,6/2/2019,U,1245
40350,UIC-Halsted,6/3/2019,W,3417
40350,UIC-Halsted,6/4/2019,W,3541
40350,UIC-Halsted,6/5/2019,W,3496
40350,UIC-Halsted,6/6/2019,W,3567
40350,UIC-Halsted,6/7/2019,W,3601
40350,UIC-Halsted,6/8/2019,A,1699
40350,UIC-Halsted,6/9/2019,U,1223
40350,UIC-Halsted,6/10/2019,W,3415
40350,UIC-Halsted,6/11/2019,W,3668
40350,UIC-Halsted,6/12/2019,W,3506
40350,UIC-Halsted,6/13/2019,W,3730
40350,UIC-Halsted,6/14/2019,W,3463
40350,UIC-Halsted,6/15/2019,A,1543
40350,UIC-Halsted,6/16/2019,U,1224
40350,UIC-Halsted,6/17/2019,W,3599
40350,UIC-Halsted,6/18/2019,W,3943
40350,UIC-Halsted,6/19/2019,W,3844
40350,UIC-Halsted,6/20/2019,W,3820
40350,UIC-Halsted,6/21/2019,W,3817
40350,UIC-Halsted,6/22/2019,A,1935
40350,UIC-Halsted,6/23/2019,U,1302
40350,UIC-Halsted,6/24/2019,W,3901
40350,UIC-Halsted,6/25/2019,W,4196
40350,UIC-Halsted,6/26/2019,W,4334
40350,UIC-Halsted,6/27/2019,W,3952
40350,UIC-Halsted,6/28/2019,W,3895
40350,UIC-Halsted,6/29/2019,A,1668
40350,UIC-Halsted,6/30/2019,U,1426
40350,UIC-Halsted,7/1/2019,W,3679
40350,UIC-Halsted,7/2/2019,W,3878
40350,UIC-Halsted,7/3/2019,W,3636
40350,UIC-Halsted,7/4/2019,U,1379
40350,UIC-Halsted,7/5/2019,W,2438
